-132.3457893,6.993190403,-12.3875713,-99.89372305,0,0
-132.7271893,7.388457687,-11.78992531,-99.89372305,0,0
-132.3457893,6.658733471,-11.75370434,-98.79598983,0,0
-132.7271893,6.658733471,-12.07969306,-98.79598983,0,0
-132.7271893,7.753319795,-11.77181483,-100.9914563,0,0
-132.7271893,7.78372497,-11.75370434,-99.89372305,0,0
-132.7271893,6.962785227,-11.19227933,-99.89372305,0,0
-132.3457893,7.358052511,-12.71356001,-99.89372305,0,0
-132.3457893,7.540483565,-12.55056566,-99.89372305,0,0
-132.3457893,7.753319795,-12.04347209,-99.89372305,0,0
-132.7271893,7.570888741,-12.67733905,-99.89372305,0,0
-133.1085892,6.780354173,-11.59070998,-98.79598983,0,0
-133.1085892,7.449268038,-11.46393659,-99.89372305,0,0
-132.7271893,6.993190403,-11.17416884,-99.89372305,0,0
-133.1085892,7.722914619,-11.77181483,-99.89372305,0,0
-132.7271893,6.810759349,-12.46001323,-99.89372305,0,0
-132.7271893,7.206026633,-12.26079791,-99.89372305,0,0
-132.7271893,7.114811106,-12.47812372,-99.89372305,0,0
-132.7271893,6.841164525,-12.00725112,-99.89372305,0,0
-133.1085892,6.841164525,-12.27890839,-99.89372305,0,0
-133.1085892,6.932380052,-12.13402452,-98.79598983,0,0
-132.7271893,6.749948998,-12.00725112,-99.89372305,0,0
-132.3457893,6.932380052,-11.93480919,-99.89372305,0,0
-132.7271893,7.054000754,-12.07969306,-99.89372305,0,0
-133.1085892,7.874940497,-11.89858822,-99.89372305,0,0
-133.1085892,7.358052511,-11.53637853,-99.89372305,0,0
-132.7271893,6.932380052,-12.3875713,-99.89372305,0,0
-133.1085892,6.749948998,-12.17024548,-99.89372305,0,0
-133.1085892,7.388457687,-11.50015756,-99.89372305,0,0
-133.1085892,7.449268038,-11.37338417,-99.89372305,0,0
-133.1085892,7.327647335,-12.13402452,-99.89372305,0,0
-132.7271893,6.962785227,-12.24268742,-98.79598983,0,0
-133.1085892,6.901974876,-12.4962342,-99.89372305,0,0
-133.4899892,7.358052511,-12.67733905,-99.89372305,0,0
-133.1085892,7.08440593,-12.20646645,-99.89372305,0,0
-134.2527891,7.692509443,-11.26472127,-99.89372305,0,0
-133.1085892,7.175621457,-11.26472127,-98.79598983,0,0
-133.1085892,6.719543822,-11.13794788,-99.89372305,0,0
-133.1085892,7.114811106,-12.09780355,-98.79598983,0,0
-133.4899892,7.29724216,-11.77181483,-99.89372305,0,0
-133.1085892,7.145216281,-11.48204708,-98.79598983,0,0
-133.1085892,6.810759349,-11.68126241,-98.79598983,0,0
-132.7271893,7.418862862,-11.64504144,-99.89372305,0,0
-133.1085892,7.266836984,-12.42379226,-99.89372305,0,0
-132.7271893,7.388457687,-12.55056566,-99.89372305,0,0
-132.7271893,6.810759349,-12.04347209,-98.79598983,0,0
-133.1085892,6.993190403,-12.40568178,-99.89372305,0,0
-133.4899892,7.327647335,-11.9166987,-99.89372305,0,0
-133.1085892,7.023595579,-12.26079791,-99.89372305,0,0
-133.8713892,7.479673214,-11.31905272,-99.89372305,0,0
-133.4899892,7.418862862,-12.22457694,-99.89372305,0,0
-133.1085892,7.570888741,-11.8080358,-99.89372305,0,0
-132.7271893,7.145216281,-12.4962342,-99.89372305,0,0
-133.1085892,7.023595579,-11.11983739,-99.89372305,0,0
-133.1085892,7.327647335,-12.44190275,-99.89372305,0,0
-133.4899892,6.962785227,-11.69937289,-98.79598983,0,0
-133.1085892,6.689138646,-11.84425677,-98.79598983,0,0
-133.4899892,6.810759349,-12.09780355,-98.79598983,0,0
-133.1085892,6.962785227,-11.68126241,-99.89372305,0,0
-133.1085892,7.418862862,-11.40960514,-99.89372305,0,0
-133.1085892,7.327647335,-12.36946081,-99.89372305,0,0
-133.8713892,7.449268038,-11.42771563,-99.89372305,0,0
-133.1085892,6.962785227,-11.53637853,-99.89372305,0,0
-133.4899892,6.780354173,-11.62693095,-98.79598983,0,0
-133.1085892,6.780354173,-11.78992531,-98.79598983,0,0
-133.4899892,6.8715697,-11.37338417,-98.79598983,0,0
-133.4899892,6.780354173,-11.75370434,-98.79598983,0,0
-133.4899892,6.749948998,-11.89858822,-98.79598983,0,0
-133.4899892,7.540483565,-12.36946081,-99.89372305,0,0
-133.4899892,7.236431808,-11.31905272,-98.79598983,0,0
-133.4899892,6.932380052,-12.06158258,-98.79598983,0,0
-133.4899892,7.023595579,-12.20646645,-99.89372305,0,0
-133.4899892,7.29724216,-11.37338417,-99.89372305,0,0
-133.4899892,7.114811106,-12.07969306,-99.89372305,0,0
-133.1085892,6.901974876,-12.13402452,-99.89372305,0,0
-133.1085892,7.388457687,-11.77181483,-100.9914563,0,0
-133.4899892,7.358052511,-12.44190275,-99.89372305,0,0
-133.4899892,6.749948998,-11.88047773,-98.79598983,0,0
-133.8713892,7.449268038,-11.24661078,-99.89372305,0,0
-133.4899892,7.449268038,-12.40568178,-99.89372305,0,0
-133.8713892,6.932380052,-12.24268742,-98.79598983,0,0
-133.4899892,6.932380052,-11.11983739,-99.89372305,0,0
-133.8713892,6.8715697,-11.37338417,-99.89372305,0,0
-133.1085892,7.114811106,-12.20646645,-99.89372305,0,0
-133.8713892,7.388457687,-11.89858822,-99.89372305,0,0
-133.8713892,7.29724216,-11.31905272,-98.79598983,0,0
-133.4899892,7.327647335,-12.11591403,-99.89372305,0,0
-133.4899892,6.841164525,-12.13402452,-99.89372305,0,0
-133.8713892,7.570888741,-12.07969306,-100.9914563,0,0
-133.8713892,7.692509443,-11.42771563,-99.89372305,0,0
-133.4899892,6.780354173,-11.86236725,-98.79598983,0,0
-133.8713892,7.358052511,-11.15605836,-98.79598983,0,0
-133.4899892,6.780354173,-12.13402452,-98.79598983,0,0
-133.4899892,6.780354173,-12.20646645,-99.89372305,0,0
-133.4899892,6.810759349,-12.02536161,-98.79598983,0,0
-133.1085892,6.993190403,-12.31512936,-98.79598983,0,0
-133.8713892,7.327647335,-11.68126241,-99.89372305,0,0
-133.8713892,6.962785227,-11.60882047,-99.89372305,0,0
-133.4899892,7.358052511,-12.82222292,-99.89372305,0,0
-133.1085892,7.114811106,-12.17024548,-98.79598983,0,0
-133.8713892,7.388457687,-11.51826805,-99.89372305,0,0
-133.8713892,7.266836984,-11.89858822,-99.89372305,0,0
-133.4899892,6.567517944,-11.9166987,-98.79598983,0,0
-133.1085892,6.962785227,-12.02536161,-98.79598983,0,0
-133.1085892,7.114811106,-11.39149466,-99.89372305,0,0
-133.4899892,7.206026633,-11.21038981,-98.79598983,0,0
-133.4899892,7.023595579,-11.42771563,-98.79598983,0,0
-133.1085892,6.841164525,-11.98914064,-98.79598983,0,0
-133.1085892,7.08440593,-11.50015756,-99.89372305,0,0
-133.8713892,7.206026633,-11.59070998,-99.89372305,0,0
-133.4899892,7.388457687,-11.50015756,-99.89372305,0,0
-133.1085892,6.749948998,-11.98914064,-98.79598983,0,0
-133.1085892,6.749948998,-11.8080358,-98.79598983,0,0
-133.1085892,7.08440593,-12.29701887,-99.89372305,0,0
-133.1085892,6.749948998,-12.17024548,-98.79598983,0,0
-133.1085892,7.175621457,-11.44582611,-99.89372305,0,0
-133.1085892,6.962785227,-12.13402452,-99.89372305,0,0
-133.4899892,6.993190403,-11.13794788,-99.89372305,0,0
-133.4899892,7.479673214,-11.40960514,-99.89372305,-1.459693932,0
-133.1085892,7.206026633,-12.47812372,-99.89372305,0,0
-133.1085892,6.962785227,-11.51826805,-99.89372305,0,0
-133.4899892,7.722914619,-11.8080358,-99.89372305,0,0
-133.4899892,7.054000754,-12.26079791,-98.79598983,0,0
-133.1085892,7.08440593,-12.35135033,-99.89372305,0,0
-133.1085892,6.901974876,-12.07969306,-99.89372305,0,0
-133.1085892,7.358052511,-11.51826805,-99.89372305,0,0
-132.7271893,6.8715697,-11.53637853,-98.79598983,0,0
-133.1085892,7.570888741,-11.78992531,-99.89372305,0,0
-133.1085892,6.841164525,-11.53637853,-99.89372305,0,0
-133.1085892,6.901974876,-11.75370434,-99.89372305,0,0
-133.1085892,6.780354173,-11.88047773,-98.79598983,0,0
-133.1085892,7.023595579,-11.30094224,-99.89372305,0,0
-133.1085892,7.145216281,-11.3371632,-99.89372305,0,0
-132.7271893,7.023595579,-11.2285003,-99.89372305,0,0
-132.7271893,7.570888741,-12.17024548,-99.89372305,0,0
-133.1085892,6.962785227,-11.68126241,-99.89372305,0,0
-133.1085892,6.932380052,-11.40960514,-99.89372305,0,0
-133.4899892,7.479673214,-11.40960514,-99.89372305,0,0
-133.1085892,7.29724216,-12.60489711,-99.89372305,0,0
-132.7271893,6.719543822,-11.75370434,-98.79598983,0,0
-133.1085892,7.418862862,-11.88047773,-99.89372305,0,0
-133.4899892,7.054000754,-11.55448902,-99.89372305,0,0
-133.1085892,6.8715697,-11.53637853,-99.89372305,0,0
-133.1085892,6.628328295,-11.75370434,-98.79598983,0,0
-133.1085892,6.901974876,-11.82614628,-99.89372305,0,0
-133.1085892,7.479673214,-11.88047773,-99.89372305,0,0
-133.1085892,4.864828106,-9.707219612,-98.79598983,-1.459693932,0
-133.1085892,4.56077635,-9.815882518,-97.6982566,0,0
-133.1085892,4.864828106,-9.833993003,-97.6982566,-1.459693932,0
